MONTH,BRK_CDE,TRAN_CDE,TRAN_ORG_SOURCE,DESIG_CDE,ACC_TYP_CDE,SETT_TYP_CDE,CLNT_TYP,INSTR_TYP,INCL_LINES,REC_CNT
201611,4,A1,N/A     ,N/A,N/A,N/A,N/A,N/A,N,2
201611,4,BA,BDDLADJ ,N/A,C ,N,O,E,N,1
201611,4,BA,BDDLADJ ,N/A,C ,N,O,E,Y,1
201611,4,BA,BDDLADJ ,N/A,DA,S,O,E,N,3
201611,4,BA,BDDLADJ ,N/A,DA,S,O,E,Y,3
201611,4,BD,BDRTMDL2,N/A,C ,N,O,E,N,26
201611,4,BD,BDRTMDL2,N/A,C ,N,O,E,Y,26
201611,4,BD,BDRTMDL2,N/A,DA,S,O,E,N,26
201611,4,BD,BDRTMDL2,N/A,DA,S,O,E,Y,26
201611,4,BE,BDDLSUPD,N/A,DA,S,O,E,N,81
201611,4,BE,BDDLSUPD,N/A,DA,S,O,E,Y,9240
201611,4,BE,BDDLSUPD,N/A,EN,S,O,E,N,89
201611,4,BE,BDDLSUPD,N/A,EN,S,O,E,Y,12196
201611,4,BE,BDRTMDLS,N/A,DA,S,O,E,N,65
201611,4,BE,BDRTMDLS,N/A,DA,S,O,E,Y,2956
201611,4,BP,BDDLPRE ,N/A,C ,N,O,E,N,1
201611,4,BP,BDDLPRE ,N/A,C ,N,O,E,Y,1
201611,4,BP,BDDLPRE ,N/A,DA,S,O,E,N,7
201611,4,BP,BDDLPRE ,N/A,DA,S,O,E,Y,7
201611,4,BP,BDRTMDL4,N/A,C ,N,O,E,N,83
201611,4,BP,BDRTMDL4,N/A,C ,N,O,E,Y,83
201611,4,BP,BDRTMDL4,N/A,DA,S,O,E,N,83
201611,4,BP,BDRTMDL4,N/A,DA,S,O,E,Y,83
201611,4,BR,BDDLADJ ,N/A,C ,N,O,E,N,3
201611,4,BR,BDDLADJ ,N/A,C ,N,O,E,Y,3
201611,4,BR,BDDLADJ ,N/A,DA,S,O,E,N,1
201611,4,BR,BDDLADJ ,N/A,DA,S,O,E,Y,1
201611,4,CP,BDBNKOV ,  ,N/A,N/A,N/A,N/A,N,16
201611,4,CP,BDCSHPT ,  ,N/A,N/A,N/A,N/A,N,64
201611,4,CP,BDFININS,  ,N/A,N/A,N/A,N/A,N,12
201611,4,CR,BDBNKOV ,  ,N/A,N/A,N/A,N/A,N,16
201611,4,CR,BDCSHRT ,  ,N/A,N/A,N/A,N/A,N,8
201611,4,CR,BDFININS,  ,N/A,N/A,N/A,N/A,N,12
201611,4,CR,BDFINUPD,  ,N/A,N/A,N/A,N/A,N,40
201611,4,CR,BDSFSTL ,  ,N/A,N/A,N/A,N/A,N,89
201611,4,CR,BDSFSTL ,  ,EN,S,O,N/A,N,89
201611,4,DB,BDSCRRTS,N/A,C ,N,O,E,N,108
201611,4,DB,BDSCRRTS,N/A,DA,S,O,E,N,81
201611,4,DC,BDAUTCTA,N/A,C ,N,O,E,N,6
201611,4,DC,BDAUTCTA,N/A,DA,S,O,E,N,342
201611,4,DN,BDBRKNET,N/A,EN,S,O,E,N,89
201611,4,DO,BDBRKNET,N/A,EN,S,O,E,N,203
201611,4,DO,BDBRKNET,N/A,ES,S,O,E,N,222
201611,4,DV,BDDLVAL ,N/A,DA,S,O,E,N,34
201611,4,ER,BDNCSUB ,N/A,EN,S,O,E,N,3
201611,4,ER,BDNCSUB ,N/A,ES,S,O,E,N,3
201611,4,ES,BDSFSTL ,N/A,C ,N,O,E,N,108
201611,4,ES,BDSFSTL ,N/A,EN,S,O,E,N,89
201611,4,ES,BDSFSTL ,N/A,ES,S,O,E,N,108
201611,4,EU,BDNCSUB ,N/A,EN,S,O,E,N,111
201611,4,EU,BDNCSUB ,N/A,ES,S,O,E,N,111
201611,4,J ,BDAUTOXF,  ,N/A,N/A,N/A,N/A,N,9
201611,4,J ,BDAUTOXF,  ,DA,S,O,N/A,N,9
201611,4,J ,BDFININT,IN,N/A,N/A,N/A,N/A,N,1
201611,4,J ,BDFININT,IO,N/A,N/A,N/A,N/A,N,1
201611,4,J ,BDJNLUP ,  ,N/A,N/A,N/A,N/A,N,31
201611,4,TC,BDDLSSUM,  ,N/A,N/A,N/A,N/A,N,41
201611,4,TG,BDDLSSUM,  ,N/A,N/A,N/A,N/A,N,58
201611,4,TG,BDFINSUM,  ,N/A,N/A,N/A,N/A,N,14
201611,5,CP,BDCSHPT ,  ,N/A,N/A,N/A,N/A,N,78
201611,5,CP,BDCSHPT ,  ,C ,C,O,N/A,N,54
201611,5,CR,BDCSHRT ,  ,N/A,N/A,N/A,N/A,N,104
201611,5,CR,BDCSHRT ,  ,C ,C,O,N/A,N,86
201611,5,TG,BDFINSUM,  ,N/A,N/A,N/A,N/A,N,20
201611,7,A1,N/A     ,N/A,N/A,N/A,N/A,N/A,N,4
201611,7,A2,N/A     ,N/A,N/A,N/A,N/A,N/A,N,8
201611,7,BA,BDDLADJ ,N/A,C ,C,I,E,N,1
201611,7,BA,BDDLADJ ,N/A,C ,C,I,E,Y,1
201611,7,BA,BDDLADJ ,N/A,C ,N,O,E,N,23
201611,7,BA,BDDLADJ ,N/A,C ,N,O,E,Y,23
201611,7,BA,BDDLADJ ,N/A,D ,S,O,E,N,1
201611,7,BA,BDDLADJ ,N/A,D ,S,O,E,Y,3
201611,7,BA,BDDLADJ ,N/A,DA,S,O,E,N,226
201611,7,BA,BDDLADJ ,N/A,DA,S,O,E,Y,286
201611,7,BA,BDDLADJ ,N/A,S ,S,O,E,N,5
201611,7,BA,BDDLADJ ,N/A,S ,S,O,E,Y,7
201611,7,BD,BDDLSUPD,N/A,DA,S,O,E,N,2
201611,7,BD,BDDLSUPD,N/A,DA,S,O,E,Y,2
201611,7,BD,BDDLSUPD,N/A,S ,S,O,E,N,2
201611,7,BD,BDDLSUPD,N/A,S ,S,O,E,Y,2
201611,7,BD,BDRTMDL2,N/A,C ,C,I,E,N,3
201611,7,BD,BDRTMDL2,N/A,C ,C,I,E,Y,3
201611,7,BD,BDRTMDL2,N/A,C ,C,O,E,N,7
201611,7,BD,BDRTMDL2,N/A,C ,C,O,E,Y,7
201611,7,BD,BDRTMDL2,N/A,C ,N,O,E,N,57
201611,7,BD,BDRTMDL2,N/A,C ,N,O,E,Y,57
201611,7,BD,BDRTMDL2,N/A,DA,S,O,E,N,66
201611,7,BD,BDRTMDL2,N/A,DA,S,O,E,Y,71
201611,7,BD,BDRTMDLS,N/A,C ,C,I,E,N,2
201611,7,BD,BDRTMDLS,N/A,C ,C,I,E,Y,2
201611,7,BD,BDRTMDLS,N/A,C ,C,O,E,N,4
201611,7,BD,BDRTMDLS,N/A,C ,C,O,E,Y,4
201611,7,BD,BDRTMDLS,N/A,C ,N,O,E,N,22
201611,7,BD,BDRTMDLS,N/A,C ,N,O,E,Y,22
201611,7,BD,BDRTMDLS,N/A,DA,S,O,E,N,19
201611,7,BD,BDRTMDLS,N/A,DA,S,O,E,Y,28
201611,7,BE,BDDLSUPD,N/A,C ,C,I,E,N,23
201611,7,BE,BDDLSUPD,N/A,C ,C,I,E,Y,29
201611,7,BE,BDDLSUPD,N/A,C ,C,O,E,N,3
201611,7,BE,BDDLSUPD,N/A,C ,C,O,E,Y,3
201611,7,BE,BDDLSUPD,N/A,D ,S,O,E,N,1
201611,7,BE,BDDLSUPD,N/A,D ,S,O,E,Y,1
201611,7,BE,BDDLSUPD,N/A,DA,S,O,E,N,12
201611,7,BE,BDDLSUPD,N/A,DA,S,O,E,Y,12
201611,7,BE,BDDLSUPD,N/A,EN,S,O,E,N,506
201611,7,BE,BDDLSUPD,N/A,EN,S,O,E,Y,9851
201611,7,BE,BDDLSUPD,N/A,S ,S,O,E,N,2
201611,7,BE,BDDLSUPD,N/A,S ,S,O,E,Y,2
201611,7,BE,BDRTMDLS,N/A,C ,C,I,E,N,125
201611,7,BE,BDRTMDLS,N/A,C ,C,I,E,Y,242
201611,7,BE,BDRTMDLS,N/A,C ,C,O,E,N,18
201611,7,BE,BDRTMDLS,N/A,C ,C,O,E,Y,74
201611,7,BE,BDRTMDLS,N/A,D ,S,O,E,N,3
201611,7,BE,BDRTMDLS,N/A,D ,S,O,E,Y,23
201611,7,BE,BDRTMDLS,N/A,DA,S,O,E,N,370
201611,7,BE,BDRTMDLS,N/A,DA,S,O,E,Y,9234
201611,7,BE,BDRTMDLS,N/A,PT,S,O,E,N,17
201611,7,BE,BDRTMDLS,N/A,PT,S,O,E,Y,24
201611,7,BE,BDRTMDLS,N/A,S ,S,O,E,N,29
201611,7,BE,BDRTMDLS,N/A,S ,S,O,E,Y,255
201611,7,BP,BDDLPRE ,N/A,C ,C,O,E,N,2
201611,7,BP,BDDLPRE ,N/A,C ,C,O,E,Y,2
201611,7,BP,BDDLPRE ,N/A,C ,N,O,E,N,12
201611,7,BP,BDDLPRE ,N/A,C ,N,O,E,Y,12
201611,7,BP,BDDLPRE ,N/A,DA,S,O,E,N,30
201611,7,BP,BDDLPRE ,N/A,DA,S,O,E,Y,30
201611,7,BP,BDDLPRE ,N/A,S ,S,O,E,N,6
201611,7,BP,BDDLPRE ,N/A,S ,S,O,E,Y,6
201611,7,BP,BDRTMDL3,N/A,C ,N,O,E,N,3
201611,7,BP,BDRTMDL3,N/A,C ,N,O,E,Y,3
201611,7,BP,BDRTMDL3,N/A,D ,S,O,E,N,1
201611,7,BP,BDRTMDL3,N/A,D ,S,O,E,Y,1
201611,7,BP,BDRTMDL3,N/A,DA,S,O,E,N,4
201611,7,BP,BDRTMDL3,N/A,DA,S,O,E,Y,4
201611,7,BP,BDRTMDL4,N/A,C ,C,I,E,N,126
201611,7,BP,BDRTMDL4,N/A,C ,C,I,E,Y,126
201611,7,BP,BDRTMDL4,N/A,C ,C,O,E,N,64
201611,7,BP,BDRTMDL4,N/A,C ,C,O,E,Y,64
201611,7,BP,BDRTMDL4,N/A,C ,N,O,E,N,268
201611,7,BP,BDRTMDL4,N/A,C ,N,O,E,Y,268
201611,7,BP,BDRTMDL4,N/A,DA,S,O,E,N,290
201611,7,BP,BDRTMDL4,N/A,DA,S,O,E,Y,466
201611,7,BP,BDRTMDL4,N/A,S ,S,O,E,N,6
201611,7,BP,BDRTMDL4,N/A,S ,S,O,E,Y,6
201611,7,BR,BDDLADJ ,N/A,C ,C,I,E,N,22
201611,7,BR,BDDLADJ ,N/A,C ,C,I,E,Y,22
201611,7,BR,BDDLADJ ,N/A,C ,C,O,E,N,11
201611,7,BR,BDDLADJ ,N/A,C ,C,O,E,Y,11
201611,7,BR,BDDLADJ ,N/A,C ,N,O,E,N,79
201611,7,BR,BDDLADJ ,N/A,C ,N,O,E,Y,79
201611,7,BR,BDDLADJ ,N/A,D ,S,O,E,N,2
201611,7,BR,BDDLADJ ,N/A,D ,S,O,E,Y,12
201611,7,BR,BDDLADJ ,N/A,DA,S,O,E,N,139
201611,7,BR,BDDLADJ ,N/A,DA,S,O,E,Y,165
201611,7,BR,BDDLADJ ,N/A,S ,S,O,E,N,3
201611,7,BR,BDDLADJ ,N/A,S ,S,O,E,Y,31
201611,7,CP,BDBNKOV ,  ,N/A,N/A,N/A,N/A,N,172
201611,7,CP,BDCSHPT ,  ,N/A,N/A,N/A,N/A,N,254
201611,7,CP,BDCSHPT ,  ,A ,C,O,N/A,N,1
201611,7,CP,BDCSHPT ,  ,C ,C,I,N/A,N,43
201611,7,CP,BDCSHPT ,  ,C ,C,O,N/A,N,50
201611,7,CP,BDFININS,  ,N/A,N/A,N/A,N/A,N,96
201611,7,CP,BDFINUPD,  ,N/A,N/A,N/A,N/A,N,24
201611,7,CP,BDSFSTL ,  ,N/A,N/A,N/A,N/A,N,158
201611,7,CP,BDSFSTL ,  ,EN,S,O,N/A,N,158
201611,7,CP,BDSWEEPU,  ,N/A,N/A,N/A,N/A,N,54
201611,7,CR,BDBNKOV ,  ,N/A,N/A,N/A,N/A,N,172
201611,7,CR,BDCSHRT ,  ,N/A,N/A,N/A,N/A,N,136
201611,7,CR,BDCSHRT ,  ,A ,C,O,N/A,N,4
201611,7,CR,BDCSHRT ,  ,C ,C,I,N/A,N,40
201611,7,CR,BDCSHRT ,  ,C ,C,O,N/A,N,46
201611,7,CR,BDFININS,  ,N/A,N/A,N/A,N/A,N,76
201611,7,CR,BDFINJST,  ,N/A,N/A,N/A,N/A,N,2
201611,7,CR,BDFINUPD,  ,N/A,N/A,N/A,N/A,N,31
201611,7,CR,BDFINUPD,  ,C ,C,O,N/A,N,1
201611,7,CR,BDSFSTL ,  ,N/A,N/A,N/A,N/A,N,307
201611,7,CR,BDSFSTL ,  ,EN,S,O,N/A,N,307
201611,7,CR,BDSWEEPP,  ,N/A,N/A,N/A,N/A,N,38
201611,7,CR,BDSWEEPU,  ,N/A,N/A,N/A,N/A,N,46
201611,7,DB,BDSCRRTS,N/A,C ,C,I,E,N,171
201611,7,DB,BDSCRRTS,N/A,C ,C,O,E,N,41
201611,7,DB,BDSCRRTS,N/A,C ,N,O,E,N,278
201611,7,DB,BDSCRRTS,N/A,D ,S,O,E,N,2
201611,7,DB,BDSCRRTS,N/A,DA,S,O,E,N,38
201611,7,DB,BDSCRRTS,N/A,OB,S,O,E,N,20
201611,7,DB,BDSTKCON,N/A,DA,S,O,E,N,59
201611,7,DB,BDSTKCON,N/A,S ,S,O,E,N,16
201611,7,DC,BDAUTCTA,N/A,C ,C,I,E,N,52
201611,7,DC,BDAUTCTA,N/A,C ,C,O,E,N,26
201611,7,DC,BDAUTCTA,N/A,C ,N,O,E,N,158
201611,7,DC,BDAUTCTA,N/A,D ,S,O,E,N,8
201611,7,DC,BDAUTCTA,N/A,DA,S,O,E,N,264
201611,7,DC,BDAUTCTA,N/A,PT,S,O,E,N,18
201611,7,DE,BDDLSRTS,N/A,C ,C,I,E,N,1
201611,7,DE,BDDLSRTS,N/A,C ,C,O,E,N,4
201611,7,DE,BDDLSRTS,N/A,N ,S,O,E,N,2
201611,7,DF,BDFREED2,N/A,C ,C,I,E,N,8
201611,7,DF,BDFREEDL,N/A,C ,C,I,E,N,170
201611,7,DF,BDFREEDL,N/A,C ,C,O,E,N,49
201611,7,DF,BDSTKCON,N/A,DA,S,O,E,N,864
201611,7,DF,BDSTKCON,N/A,S ,S,O,E,N,45
201611,7,DL,BDSTLCP ,N/A,C ,C,I,E,N,102
201611,7,DL,BDSTLCP ,N/A,C ,C,O,E,N,19
201611,7,DL,BDSTLCUB,N/A,C ,C,I,E,N,23
201611,7,DL,BDSTLCUB,N/A,C ,C,O,E,N,5
201611,7,DL,BDSTLON ,N/A,C ,C,I,E,N,2
201611,7,DM,BDSTLCP ,N/A,N ,S,O,E,N,99
201611,7,DM,BDSTLCUB,N/A,N ,S,O,E,N,9
201611,7,DM,BDSTLNOS,N/A,N ,S,O,E,N,47
201611,7,DM,BDSTLON ,N/A,N ,S,O,E,N,4
201611,7,DN,BDBRKNET,N/A,EN,S,O,E,N,460
201611,7,DO,BDBRKNET,N/A,EN,S,O,E,N,1280
201611,7,DO,BDBRKNET,N/A,ES,S,O,E,N,772
201611,7,DP,BDCSHAL ,N/A,C ,C,I,E,N,4
201611,7,DP,BDCSHAL ,N/A,C ,C,O,E,N,5
201611,7,DQ,BDDLXOP ,N/A,C ,C,I,E,N,18
201611,7,DQ,BDDLXOP ,N/A,C ,C,I,E,Y,18
201611,7,DQ,BDDLXOP ,N/A,C ,C,O,E,N,2
201611,7,DQ,BDDLXOP ,N/A,C ,C,O,E,Y,2
201611,7,DQ,BDDLXOP ,N/A,OB,S,O,E,N,20
201611,7,DQ,BDDLXOP ,N/A,OB,S,O,E,Y,20
201611,7,DT,BDSTLNOS,N/A,C ,C,I,E,N,46
201611,7,DT,BDSTLNOS,N/A,C ,C,O,E,N,14
201611,7,DT,BDSTLON ,N/A,C ,C,O,E,N,2
201611,7,ER,BDCCSUB ,N/A,EN,S,O,E,N,66
201611,7,ER,BDNCSUB ,N/A,EN,S,O,E,N,79
201611,7,ER,BDNCSUB ,N/A,ES,S,O,E,N,79
201611,7,ES,BDSFSTL ,N/A,C ,N,O,E,N,295
201611,7,ES,BDSFSTL ,N/A,EN,S,O,E,N,465
201611,7,ES,BDSFSTL ,N/A,ES,S,O,E,N,295
201611,7,ES,BDSFSTL ,N/A,N ,S,O,E,N,239
201611,7,EU,BDCCSUB ,N/A,EN,S,O,E,N,386
201611,7,EU,BDCCSUBS,N/A,EN,S,O,E,N,306
201611,7,EU,BDNCSUB ,N/A,EN,S,O,E,N,385
201611,7,EU,BDNCSUB ,N/A,ES,S,O,E,N,385
201611,7,J ,BDAUTOXF,  ,N/A,N/A,N/A,N/A,N,82
201611,7,J ,BDAUTOXF,  ,DA,S,O,N/A,N,72
201611,7,J ,BDAUTOXF,  ,S ,S,O,N/A,N,10
201611,7,J ,BDCONFIN,CT,C ,C,I,N/A,N,647
201611,7,J ,BDCONFIN,CT,C ,C,O,N/A,N,230
201611,7,J ,BDFININT,IN,N/A,N/A,N/A,N/A,N,4
201611,7,J ,BDFININT,IN,C ,C,I,N/A,N,179
201611,7,J ,BDFININT,IN,C ,C,O,N/A,N,86
201611,7,J ,BDFININT,IO,N/A,N/A,N/A,N/A,N,1
201611,7,J ,BDFININT,IO,C ,C,I,N/A,N,12
201611,7,J ,BDFININT,IO,C ,C,O,N/A,N,5
201611,7,J ,BDFININT,TG,N/A,N/A,N/A,N/A,N,3
201611,7,J ,BDFININT,TN,C ,C,O,N/A,N,1
201611,7,J ,BDFININT,TR,C ,C,I,N/A,N,179
201611,7,J ,BDFININT,TR,C ,C,O,N/A,N,85
201611,7,J ,BDFININT,TV,N/A,N/A,N/A,N/A,N,4
201611,7,J ,BDFININT,TV,C ,C,I,N/A,N,179
201611,7,J ,BDFININT,TV,C ,C,O,N/A,N,84
201611,7,J ,BDFINRTS,DF,N/A,N/A,N/A,N/A,N,1
201611,7,J ,BDFINRTS,DF,C ,C,O,N/A,N,1
201611,7,J ,BDFINRTS,DV,N/A,N/A,N/A,N/A,N,8
201611,7,J ,BDFINRTS,DV,C ,C,I,N/A,N,156
201611,7,J ,BDFINRTS,DV,C ,C,O,N/A,N,73
201611,7,J ,BDFINRTS,FD,N/A,N/A,N/A,N/A,N,4
201611,7,J ,BDFINRTS,FD,C ,C,I,N/A,N,37
201611,7,J ,BDFINRTS,FD,C ,C,O,N/A,N,47
201611,7,J ,BDFINRTS,FX,N/A,N/A,N/A,N/A,N,2
201611,7,J ,BDFINRTS,FX,C ,C,I,N/A,N,37
201611,7,J ,BDFINRTS,FX,C ,C,O,N/A,N,47
201611,7,J ,BDFINRTS,PX,N/A,N/A,N/A,N/A,N,1
201611,7,J ,BDFINRTS,PX,C ,C,O,N/A,N,1
201611,7,J ,BDFINRTS,RP,N/A,N/A,N/A,N/A,N,3
201611,7,J ,BDFINRTS,RP,C ,C,I,N/A,N,14
201611,7,J ,BDFINRTS,RP,C ,C,O,N/A,N,21
201611,7,J ,BDFINRTS,RR,N/A,N/A,N/A,N/A,N,8
201611,7,J ,BDFINRTS,RR,C ,C,I,N/A,N,37
201611,7,J ,BDFINRTS,RR,C ,C,O,N/A,N,27
201611,7,J ,BDFINRTS,TX,N/A,N/A,N/A,N/A,N,7
201611,7,J ,BDFINRTS,TX,C ,C,I,N/A,N,156
201611,7,J ,BDFINRTS,TX,C ,C,O,N/A,N,61
201611,7,J ,BDJNLUP ,  ,N/A,N/A,N/A,N/A,N,73
201611,7,J ,BDJNLUP ,  ,A ,C,O,N/A,N,3
201611,7,J ,BDJNLUP ,  ,C ,C,I,N/A,N,54
201611,7,J ,BDJNLUP ,  ,C ,C,O,N/A,N,16
201611,7,J ,BDJNLUP ,  ,D ,S,O,N/A,N,2
201611,7,J ,BDJNLUP ,MF,C ,C,I,N/A,N,345
201611,7,J ,BDJNLUP ,MF,C ,C,O,N/A,N,138
201611,7,J ,BDJNLUP ,PV,C ,C,I,N/A,N,345
201611,7,J ,BDJNLUP ,PV,C ,C,O,N/A,N,138
201611,7,JT,N/A     ,N/A,N/A,N/A,N/A,N/A,N,1079
201611,7,L ,BDSBORC ,N/A,LP,S,O,E,N,3
201611,7,L ,BDSBORU ,N/A,LB,S,O,E,N,8
201611,7,L ,BDSBORU ,N/A,LL,N,O,E,N,8
201611,7,LB,BDSBORC ,N/A,LB,S,O,E,N,3
201611,7,LB,BDSBORC ,N/A,LL,N,O,E,N,3
201611,7,LR,BDSBORC ,N/A,LP,S,O,E,N,3
201611,7,LR,BDSBORU ,N/A,LB,S,O,E,N,2
201611,7,LR,BDSBORU ,N/A,LL,N,O,E,N,2
201611,7,LT,BDSBORC ,N/A,LB,S,O,E,N,3
201611,7,LT,BDSBORC ,N/A,LL,N,O,E,N,3
201611,7,P2,SWTSW62 ,N/A,C ,C,I,E,N,27
201611,7,P2,SWTSW62 ,N/A,C ,C,O,E,N,28
201611,7,P2,SWTSW62 ,N/A,N ,S,O,E,N,55
201611,7,SD,BDUSTNN ,N/A,C ,C,I,E,N,14
201611,7,SD,BDUSTNN ,N/A,C ,C,I,T,N,103
201611,7,SD,BDUSTNN ,N/A,C ,C,O,E,N,1
201611,7,SD,BDUSTNN ,N/A,C ,C,O,T,N,41
201611,7,SE,BDCONSCR,N/A,C ,C,I,B,N,21
201611,7,SE,BDCONSCR,N/A,C ,C,I,E,N,3287
201611,7,SE,BDCONSCR,N/A,C ,C,I,G,N,1
201611,7,SE,BDCONSCR,N/A,C ,C,I,T,N,103
201611,7,SE,BDCONSCR,N/A,C ,C,O,B,N,3
201611,7,SE,BDCONSCR,N/A,C ,C,O,E,N,1980
201611,7,SE,BDCONSCR,N/A,C ,C,O,T,N,41
201611,7,SE,BDUPDNOM,N/A,N ,S,O,E,N,265
201611,7,SH,BDSBORC ,N/A,N/A,N/A,N/A,E,N,3
201611,7,SH,BDSBORC ,N/A,N ,S,O,E,N,3
201611,7,SL,BDSAFCOS,N/A,N/A,N/A,N/A,E,N,2
201611,7,SL,BDSAFCOS,N/A,N ,S,O,E,N,2
201611,7,SL,BDSAFON ,N/A,N/A,N/A,N/A,E,N,2
201611,7,SL,BDSAFON ,N/A,N ,S,O,E,N,2
201611,7,SL,BDSAFONS,N/A,N/A,N/A,N/A,E,N,119
201611,7,SL,BDSAFONS,N/A,N ,S,O,E,N,119
201611,7,SL,BDSAFXEP,N/A,N/A,N/A,N/A,E,N,44
201611,7,SL,BDSAFXEP,N/A,N ,S,O,E,N,44
201611,7,SL,BDSTLCP ,N/A,C ,C,I,E,N,98
201611,7,SL,BDSTLCP ,N/A,C ,C,O,E,N,19
201611,7,SL,BDSTLCUB,N/A,C ,C,I,E,N,23
201611,7,SL,BDSTLCUB,N/A,C ,C,O,E,N,5
201611,7,SL,BDSTLON ,N/A,C ,C,I,E,N,2
201611,7,SL,BDUSXCD ,N/A,C ,C,I,E,N,28
201611,7,SL,BDUSXCD ,N/A,C ,C,O,E,N,2
201611,7,SL,BDUSXCD ,N/A,N ,S,O,E,N,15
201611,7,SL,BDUSXCO ,N/A,C ,C,I,E,N,15
201611,7,SL,BDUSXCO ,N/A,C ,C,O,E,N,1
201611,7,SM,BDSCRMV ,N/A,C ,C,I,E,N,88
201611,7,SM,BDSCRMV ,N/A,C ,C,I,T,N,103
201611,7,SM,BDSCRMV ,N/A,C ,C,O,E,N,29
201611,7,SM,BDSCRMV ,N/A,C ,C,O,T,N,41
201611,7,SM,BDURXCO ,N/A,C ,C,I,E,N,2
201611,7,SO,BDURXCO ,N/A,C ,C,I,E,N,1
201611,7,SS,BDACSCR ,N/A,C ,C,I,E,N,64
201611,7,SS,BDACSCR ,N/A,C ,C,O,E,N,28
201611,7,ST,BDSAFCON,N/A,N/A,N/A,N/A,E,N,9
201611,7,ST,BDSAFCON,N/A,N ,S,O,E,N,9
201611,7,ST,BDSAFON ,N/A,N/A,N/A,N/A,E,N,2
201611,7,ST,BDSAFON ,N/A,N ,S,O,E,N,2
201611,7,ST,BDSAFONN,N/A,N/A,N/A,N/A,E,N,99
201611,7,ST,BDSAFONN,N/A,N ,S,O,E,N,99
201611,7,ST,BDSAFONS,N/A,N/A,N/A,N/A,E,N,58
201611,7,ST,BDSAFONS,N/A,N ,S,O,E,N,58
201611,7,ST,BDSAFOS ,N/A,N/A,N/A,N/A,E,N,1
201611,7,ST,BDSAFOS ,N/A,N ,S,O,E,N,1
201611,7,ST,BDSTLNOS,N/A,C ,C,I,E,N,46
201611,7,ST,BDSTLNOS,N/A,C ,C,O,E,N,14
201611,7,ST,BDSTLON ,N/A,C ,C,O,E,N,2
201611,7,SW,BDUSTCD ,N/A,C ,C,I,E,N,126
201611,7,SW,BDUSTCD ,N/A,C ,C,O,E,N,56
201611,7,SW,BDUSTCD ,N/A,N ,S,O,E,N,91
201611,7,SY,BDSBORC ,N/A,N/A,N/A,N/A,E,N,3
201611,7,SY,BDSBORC ,N/A,N ,S,O,E,N,3
201611,7,TC,BDDLSSUM,  ,N/A,N/A,N/A,N/A,N,608
201611,7,TG,BDDLSSUM,  ,N/A,N/A,N/A,N/A,N,385
201611,7,TG,BDFINSUM,  ,N/A,N/A,N/A,N/A,N,592
201611,9,BA,BDDLADJ ,N/A,A ,N,O,E,N,2
201611,9,BA,BDDLADJ ,N/A,A ,N,O,E,Y,2
201611,9,BA,BDDLADJ ,N/A,C ,N,O,E,N,45
201611,9,BA,BDDLADJ ,N/A,C ,N,O,E,Y,45
201611,9,BA,BDDLADJ ,N/A,DA,S,O,E,N,185
201611,9,BA,BDDLADJ ,N/A,DA,S,O,E,Y,185
201611,9,BA,BDDLADJ ,N/A,S ,S,O,E,N,31
201611,9,BA,BDDLADJ ,N/A,S ,S,O,E,Y,31
201611,9,BD,BDDLSUPD,N/A,C ,N,O,E,N,4
201611,9,BD,BDDLSUPD,N/A,C ,N,O,E,Y,4
201611,9,BD,BDDLSUPD,N/A,DA,S,O,E,N,7
201611,9,BD,BDDLSUPD,N/A,DA,S,O,E,Y,11
201611,9,BD,BDDLSUPD,N/A,S ,S,O,E,N,4
201611,9,BD,BDDLSUPD,N/A,S ,S,O,E,Y,4
201611,9,BD,BDRTMDLS,N/A,A ,N,O,E,N,25
201611,9,BD,BDRTMDLS,N/A,A ,N,O,E,Y,25
201611,9,BD,BDRTMDLS,N/A,C ,C,I,E,N,20
201611,9,BD,BDRTMDLS,N/A,C ,C,I,E,Y,20
201611,9,BD,BDRTMDLS,N/A,C ,C,O,E,N,5
201611,9,BD,BDRTMDLS,N/A,C ,C,O,E,Y,5
201611,9,BD,BDRTMDLS,N/A,C ,N,O,E,N,2323
201611,9,BD,BDRTMDLS,N/A,C ,N,O,E,Y,2327
201611,9,BD,BDRTMDLS,N/A,DA,S,O,E,N,933
201611,9,BD,BDRTMDLS,N/A,DA,S,O,E,Y,2692
201611,9,BD,BDRTMDLS,N/A,QN,N,O,E,N,66
201611,9,BD,BDRTMDLS,N/A,QN,N,O,E,Y,66
201611,9,BD,BDRTMDLS,N/A,S ,S,O,E,N,303
201611,9,BD,BDRTMDLS,N/A,S ,S,O,E,Y,521
201611,9,BE,BDDLSUPD,N/A,DA,S,O,E,N,568
201611,9,BE,BDDLSUPD,N/A,DA,S,O,E,Y,44063
201611,9,BE,BDDLSUPD,N/A,EN,S,O,E,N,1079
201611,9,BE,BDDLSUPD,N/A,EN,S,O,E,Y,99549
201611,9,BE,BDDLSUPD,N/A,PT,S,O,E,N,244
201611,9,BE,BDDLSUPD,N/A,PT,S,O,E,Y,1874
201611,9,BE,BDDLSUPD,N/A,S ,S,O,E,N,673
201611,9,BE,BDDLSUPD,N/A,S ,S,O,E,Y,49676
201611,9,BE,BDRTMDLS,N/A,DA,S,O,E,N,192
201611,9,BE,BDRTMDLS,N/A,DA,S,O,E,Y,7763
